,index,Date,LAST,HA,Az,H,Dobs,Dhelio,VMag,SDSS:g,SDSS:r,Phase,Elong.,AM,dRAcosDEC,dDEC,RV,RA,Dec,Longitude,Latitude,d:DR3Name,d:Plx,d:anomaly_score,d:cdsxmatch,d:e_Plx,d:gcvs,d:mangrove_2MASS_name,d:mangrove_HyperLEDA_name,d:mangrove_ang_dist,d:mangrove_lum_dist,d:mulens,d:rf_kn_vs_nonkn,d:rf_snia_vs_nonia,d:roid,d:snn_sn_vs_all,d:snn_snia_vs_nonia,d:t2_AGN,d:t2_EB,d:t2_KN,d:t2_M-dwarf,d:t2_Mira,d:t2_RRL,d:t2_SLSN-I,d:t2_SNII,d:t2_SNIa,d:t2_SNIa-91bg,d:t2_SNIax,d:t2_SNIbc,d:t2_TDE,d:t2_mu-Lens-Single,d:vsx,d:x3hsp,d:x4lac,i:candid,i:chipsf,i:classtar,i:dec,i:diffmaglim,i:distnr,i:distpsnr1,i:drb,i:fid,i:field,i:isdiffpos,i:jd,i:jdendhist,i:jdstarthist,i:maggaia,i:magnr,i:magpsf,i:magzpsci,i:ndethist,i:neargaia,i:nid,i:nmtchps,i:objectId,i:publisher,i:ra,i:rb,i:rcid,i:sgscore1,i:sigmagnr,i:sigmapsf,i:ssdistnr,i:ssmagnr,i:ssnamenr,i:tooflag,i:xpos,i:ypos,d:tracklet,v:classification,v:lastdate,v:firstdate,v:lapse,v:constellation,i:magpsf_red,Julian date,delta,r,alpha,reduced_mag,DecimalYear,reduced_mag_alpha_corr,reduced_mag_alpha_corr_quiescent
31,53,2459822.971956,02:10:39.55,1.2859532366,219.3085063447,58.8998196154,18.0255382886,18.8348062316,18.5226007788,18.9843007788,18.2309007788,1.8766854587,142.3382936856,1.1674069553,-0.0787975743,-0.0325828356,-17.6320861272,13.3754816667,7.8742708333,15.3607039444,1.9796225833,nan,,,Unknown,,Unknown,nan,nan,nan,nan,0,0,0,3,0,0,,,,,,,,,,,,,,,Unknown,nan,nan,2068471785215015012,1.8941613,0.983,7.8742667,20.339197,11.932568,22.557224,0.9999998999999999,2,448,t,2459822.9717824,2459822.9717824,2459822.9717824,19.712631000000002,22.841,17.929012,26.203012,1,48.50711,2068,2,ZTF22abehfkc,Fink,13.3754588,0.9714286,52,0.951583,0.28300000000000003,0.039452344,0,18.6,2060,0,2569.0317,1501.9683,,Solar System MPC,2022-08-31 11:19:21.999,2022-08-31 11:19:21.999,0.0,Pisces,5.2747650032,2459822.9717824,18.0573506872007,18.82252161339,1.9476,5.272352815248885,2022.6643062531502,5.076414249505418,5.044112245686764
32,55,2459819.965174,01:49:02.33,0.9195416135000001,209.7040782364,61.5387672192,18.0574288815,18.8352550655,18.5359529964,18.9976529964,18.2442529964,2.0027695965,139.3381645632,1.1371174167,-0.0746234977,-0.0305645982,-18.8727035485,13.4665845833,7.9121708333,15.4586380306,1.9796311111,nan,,,Unknown,,Unknown,nan,nan,nan,nan,0,0,0,3,0,0,,,,,,,,,,,,,,,Unknown,nan,nan,2065464995215015011,28.113073,1.0,7.9121627,20.720455,4.352083,4.4452549999999995,0.9997722,2,448,t,2459819.965,2459819.965,2459819.965,16.739586,22.411,17.967546,26.205547,1,70.7066,2065,4,ZTF22abdudwk,Fink,13.4665616,0.98,52,0.0258333,0.23700000000000002,0.051578663000000004,0,18.6,2060,0,2248.4792,1378.6335,,Solar System MPC,2022-08-28 11:09:36.000,2022-08-28 11:09:36.000,0.0,Pisces,5.3094089058,2459819.965,18.3818410835645,18.81824984944,2.7195,5.272704812339963,2022.6560684931503,5.063602215826712,5.029130018659031
33,59,2459815.895347,23:52:26.54,22.9686070033,147.1517841113,60.8536613652,18.103829107,18.8358578823,18.553388824,19.015088824,18.261688824,2.164249227,135.2912458242,1.1445973316,-0.068476353,-0.0275838857,-20.6034158121,13.5814754167,7.9595291667,15.58196345,1.9792654167000001,nan,,,Unknown,,Unknown,nan,nan,nan,nan,0,0,0,3,0,0,,,,,,,,,,,,,,,Unknown,nan,nan,2061395175215015007,12.601063,0.984,7.9595154,20.306486,8.882593,9.438224,0.9999998,2,448,t,2459815.8951736,2459815.8951736,2459815.8951736,18.60909,23.079,18.002913,26.167912,1,14.445285,2061,3,ZTF22abcrdtj,Fink,13.5814365,0.97,52,0.022770799999999997,0.308,0.055097856,0,18.6,2060,0,1870.2001,1187.4445,,Solar System MPC,2022-08-24 09:29:02.999,2022-08-24 09:29:02.999,0.0,Pisces,5.339133768,2459815.8951736,18.4763971329895,18.81715961642,2.8369,5.297056213719227,2022.6449182838355,5.07109405928151,5.033842432232884
34,60,2459813.878495,23:20:13.42,22.4280878849,134.0414674573,56.5591699083,18.1281293721,18.8361546109,18.561760169,19.023460169,18.270060169,2.2401106838000002,133.2924778954,1.1978269246,-0.065196378,-0.026079956300000002,-21.3725236881,13.6345833333,7.9812444444,15.638897869400001,1.9789440278,nan,,,Unknown,,Unknown,nan,nan,nan,nan,0,0,0,3,0,0,,,,,,,,,,,,,,,Unknown,nan,nan,2059378325215015014,8.525213,0.971,7.9812253,20.518484,12.206435,21.570467,0.9999994,2,448,t,2459813.8783218,2459813.8783218,2459813.8783218,18.174442,23.109,17.945204,26.152203,1,70.625145,2059,1,ZTF22abcdpws,Fink,13.6345564,0.94285715,52,0.33059499999999997,0.338,0.054534633000000006,0,18.6,2060,0,1660.2974,1127.7695,,Solar System MPC,2022-08-22 09:04:47.004,2022-08-22 09:04:47.004,0.0,Pisces,5.2784778077,2459813.8783218,18.5767720048512,18.81603208376,2.9238,5.227712520488151,2022.6393926624655,4.993829920473529,4.955272546073432
35,62,2459808.934769,00:21:46.00,23.4458855285,161.2665061605,63.5323809807,18.1910799851,18.8368763346,18.5815290143,19.0432290143,18.2898290143,2.4137353359000002,128.4135815745,1.1167890045,-0.0571232,-0.0224141638,-22.9072551022,13.7533983333,8.0293547222,15.7660820194,1.9778137222,nan,,,Unknown,,Unknown,nan,nan,nan,nan,0,0,0,3,0,0,,,,,,,,,,,,,,,Unknown,nan,nan,2054434595215015004,2.3883913,0.983,8.0293328,19.855532,4.534825,18.3448,0.9972202,2,448,t,2459808.9345949,2459808.9345949,2459808.9345949,17.692692,22.753,17.980795,26.183796,1,31.243763,2054,2,ZTF22abaxsln,Fink,13.7533784,0.9357143,52,0.00125,0.265,0.056143776000000006,0,18.6,2060,0,1275.8906,940.0044,,Solar System MPC,2022-08-17 10:25:48.999,2022-08-17 10:25:48.999,0.0,Pisces,5.3064581498,2459808.9345949,18.6091303694909,18.81567254431,2.9443,5.259565876477051,2022.625848205205,5.007555696716729,4.966009849128891
36,64,2459803.91713,23:36:35.06,22.6859497561,139.8069208804,58.8399599193,18.259476575,18.8376006835,18.6005139303,19.0622139303,18.3088139303,2.5713637632,123.489638208,1.1681416499,-0.048270485700000004,-0.0184437025,-24.4543219869,13.8568475,8.0704961111,15.8765188694,1.9761669167,nan,,,Unknown,,Unknown,nan,nan,nan,nan,0,0,0,3,0,0,,,,,,,,,,,,,,,Unknown,nan,nan,2049416955215015002,2.8887231,0.984,8.0704945,19.515577,20.36073,16.764645,0.9999562,2,448,t,2459803.916956,2459803.916956,2459803.916956,-999.0,22.57,17.946426,26.190428,1,-999.0,2049,5,ZTF22abadanf,Fink,13.8568315,0.91571426,52,0.0945,0.17300000000000001,0.07391274,0,18.7,2060,0,905.7997,786.0933,,Solar System MPC,2022-08-12 10:00:24.998,2022-08-12 10:00:24.998,0.0,Pisces,5.2638564476,2459803.916956,18.9493760448545,18.81187603638,2.9545,5.186290887229404,2022.6121012493152,4.9178232410234495,4.87356425147729
37,65,2459801.958044,00:27:46.59,23.5367858746,164.1884531772,63.9239100716,18.2872956279,18.8378812649,18.6076268529,19.0693268529,18.3159268529,2.6275999434,121.5751456626,1.1130382476,-0.0448410382,-0.0169366541,-24.8982459412,13.8923270833,8.0844058333,15.9143153111,1.97542275,nan,,,Unknown,,Unknown,nan,nan,nan,nan,0,0,0,3,0,0,,,,,,,,,,,,,,,Unknown,nan,nan,2047457875215015000,4.4245114,0.985,8.0843914,19.990019,4.077414,4.228663,0.9999992,2,448,t,2459801.9578704,2459801.9578704,2459801.9578704,14.74939,21.219,17.993982,26.220984,1,20.422812,2047,8,ZTF22aazvjse,Fink,13.8923169,0.88,52,0.0354673,0.067,0.053660657,0,18.7,2060,0,745.2551,746.8368,,Solar System MPC,2022-08-10 10:59:20.003,2022-08-10 10:59:20.003,0.0,Pisces,5.3080742957,2459801.9578704,18.9638433994784,18.77468910209,3.0344,5.236486428017635,2022.606733891507,4.962147346915546,4.916920405441616
38,67,2459798.944965,23:57:03.77,23.0216156608,148.4732457286,61.3359805272,18.3312100735,18.8383103514,18.6182415453,19.0799415453,18.3265415453,2.7082016931,118.6377615914,1.1393043189,-0.0392705535,-0.0144664491,-25.7088129699,13.9414554167,8.1033902778,15.9665431667,1.97414275,nan,,,Unknown,,Unknown,nan,nan,nan,nan,0,0,0,3,0,0,,,,,,,,,,,,,,,Unknown,nan,nan,2044444795215015001,9.86153,1.0,8.1033735,20.307695,7.640831,8.04851,0.9999945,2,448,t,2459798.9447917,2459798.9447917,2459798.9216551,20.268147,22.891,17.997726,26.167727,2,39.896244,2044,7,ZTF22aazjnih,Fink,13.9414435,0.9642857300000001,52,0.019458299999999998,0.317,0.07897872,0,18.7,2060,0,585.675,681.4185,,Solar System MPC,2022-08-07 10:40:30.003,2022-08-07 10:07:11.001,0.023136600400000002,Pisces,5.306560591,2459798.9447917,18.8135946296772,18.77245532627,3.0985,5.257761691605012,2022.5984788813705,4.975007246511361,4.928392966517526
39,69,2459788.926088,22:50:22.77,21.9026543963,123.8077867078,51.5538628005,18.4856615176,18.8397157777,18.6505778757,19.1122778757,18.3588778757,2.9225008016,108.936435346,1.2759639677,-0.0198174097,-0.0060133135,-27.8410164932,14.0550466667,8.1449308333,16.0863839417,1.9690325278,nan,,,Unknown,,Unknown,nan,nan,nan,nan,0,0,0,3,0,0,,,,,,,,,,,,,,,Unknown,nan,nan,2034425911015015019,4.1036754,0.983,8.1449399,20.407751,11.073254,12.023585,1.0,2,501,t,2459788.9259144,2459788.9259144,2459788.9259144,16.31473,22.357,18.00783,26.16083,1,34.595913,2034,5,ZTF22aaxiicy,Fink,14.0550319,0.97571427,10,0.0105833,0.242,0.052901175,0,18.7,2060,0,2834.0557,2608.8735,,Solar System MPC,2022-07-28 10:13:19.004,2022-07-28 10:13:19.004,0.0,Pisces,5.298283284,2459788.9259144,18.7449525613534,18.77143696674,3.1055,5.275920674428486,2022.5710299024652,4.9707919631705515,4.920489110545107
40,72,2459776.912755,21:43:48.93,20.7911839225,108.3751894656,39.0340447723,18.6827130684,18.8413577002,18.6829364,19.1446364,18.3912364,3.0662824729000002,97.4432090748,1.5852819118,0.004421928,0.0042293192000000005,-29.2466387637,14.08612625,8.1498986111,16.116700125,1.9617373611,nan,,,Unknown,,Unknown,nan,nan,nan,nan,0,0,0,3,0,0,,,,,,,,,,,,,,,Unknown,nan,nan,2022412581015015009,7.664363,0.997,8.1499131,19.69707,3.5361054,3.5047677,0.9999969999999999,2,501,t,2459776.912581,2459776.912581,2459776.9097454,18.844498,21.318,18.027332,26.161333,2,5.320129,2022,10,ZTF22aatuzqx,Fink,14.0861094,0.9671428999999999,10,0.33622599999999997,0.053,0.06902339,0,18.8,2060,0,2718.261,2569.364,,Solar System MPC,2022-07-16 09:54:06.998,2022-07-16 09:50:02.003,0.0028356002000000003,Pisces,5.2945713072,2459776.912581,18.7116882580905,18.77094201365,3.1039,5.299336792543642,2022.538116660274,4.979196309161552,4.926418648584751
41,73,2459773.960475,22:40:53.54,21.7431397532,121.1810448977,49.8672002437,18.7322184248,18.8417539729,18.6897503779,19.1514503779,18.3980503779,3.0825143532,94.6423334626,1.3069610978,0.0099930591,0.0066421757,-29.3214064144,14.0759720833,8.1436694444,16.1050162278,1.95987175,nan,,,Unknown,,Unknown,nan,nan,nan,nan,0,0,0,3,0,0,,,,,,,,,,,,,,,Unknown,nan,nan,2019460301015015009,3.5511657999999997,0.984,8.143678,19.788034,1.8252698,9.580047,0.999753,2,501,t,2459773.9603009,2459773.9603009,2459773.9309375,16.31473,22.699,18.054382,26.183382,2,40.512016,2019,6,ZTF22aatgjxg,Fink,14.075961,0.9085713999999999,10,0.432,0.273,0.06613345,0,18.8,2060,0,2755.1067,2608.8193,,Solar System MPC,2022-07-13 11:02:49.998,2022-07-13 10:20:33.000,0.029363399800000002,Pisces,5.3158292907,2459773.9603009,18.6598647901157,18.77016735321,3.0948,5.332498813582623,2022.530028221644,5.010663612883597,4.957606564912918
42,74,2459773.931111,21:58:29.54,21.0364821317,111.295582379,41.9211966915,18.7327161774,18.8417578999,18.6898171897,19.1515171897,18.3981171897,3.0826520341,94.6142466866,1.4947866564,0.0102527781,0.0067018596,-29.377463036,14.0758520833,8.1435911111,16.1048762222,1.9598453333,nan,,,Unknown,,Unknown,nan,nan,nan,nan,0,0,0,3,0,0,,,,,,,,,,,,,,,Unknown,nan,nan,2019430931015015007,1.996617,0.983,8.1436105,19.745544,1.9083816,9.106279,0.5854537,2,501,t,2459773.9309375,2459773.9309375,2458898.6225347,16.31473,22.699,18.076553,26.146553,2,40.04275,2019,6,ZTF22aatgjxg,Fink,14.0758313,0.77428573,10,0.432,0.273,0.06905056500000001,0,18.8,2060,0,2739.0059,2599.9768,,Solar System MPC,2022-07-13 10:20:33.000,2020-02-19 02:56:26.998,875.3084028,Pisces,5.3379421385,2459773.9309375,18.6269271573529,18.76967189392,3.0847,5.358563514249241,2022.5299477739732,5.036713938739587,4.983654520969038
43,77,2459765.953137,21:58:45.30,21.0450176419,111.4341327719,42.0014012557,18.8671786915,18.8428143876,18.7058736257,19.1675736257,18.4141736257,3.0890720913,87.0828042127,1.4924724088,0.025967604000000002,0.0132654087,-29.4468854124,14.013505,8.1122486111,16.0357996861,1.9547645,nan,,,Unknown,,Unknown,nan,nan,nan,nan,0,0,0,3,0,0,,,,,,,,,,,,,,,Unknown,nan,nan,2011452965215015010,2.0492492,0.983,8.1122326,20.382473,15.040487,15.490454,1.0,2,448,t,2459765.952963,2459765.952963,2459765.9255556,18.095026,22.163,18.062735,26.198734,2,17.171942,2011,6,ZTF22aasdskb,Fink,14.0134934,0.97,52,0.0147917,0.157,0.042755563,0,18.8,2060,0,313.9663,636.9129,,Solar System MPC,2022-07-05 10:52:16.003,2022-07-05 10:12:48.004,0.027407400300000002,Pisces,5.3084713361,2459765.952963,18.592849221154,18.76915601029,3.0708,5.348781541985305,2022.5080903095895,5.026261669386746,4.973091747902732
