MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs,delta,r,alpha,reduced_mag,reduced_dmag,MJDCorrected,3sig limiting mag
59254.227810000004,18.959,0.17600000000000002,95,17,c,0,1.57,4.52128,4.599130000000001,8665.67,2251.28,2.5,2.31,-45.9,-0.392,19.02,20.26,02a59254o0047c,19.5441586476026,18.8674171425,2.1414,6.125352846233582,0.17600000000000002,59254.11493235346,24.593415193665468
59254.240684000004,18.691,0.13699999999999998,121,17,c,0,1.33,4.521809999999999,4.59933,8684.01,2133.83,2.64,2.34,-46.0,-0.39,19.08,20.35,02a59254o0075c,19.5443222728615,18.86741758607,2.1409,5.857334615518072,0.13699999999999998,59254.12780540844,24.865395445309826
59256.228596,18.815,0.161,108,18,c,0,1.61,4.60637,4.63025,126.75,8388.42,2.67,2.44,-59.0,-0.371,19.03,20.26,01a59256o0051c,19.568737116448,18.86748544045,2.0702,5.978615887187239,0.161,59256.115576400065,24.690132173121217
59256.241046,18.954,0.235,95,22,c,0,1.14,4.60691,4.63044,106.54,8504.08,2.6,2.31,-58.6,-0.37,19.03,20.24,01a59256o0078c,19.5688902831301,18.86748586142,2.0698,6.1175988424479275,0.235,59256.12802551545,24.2795272075215
59383.591152999994,18.143,0.057,201,11,o,0,1.53,10.41089,7.02628,7494.53,3954.24,2.13,1.79,37.9,-0.434,19.54,20.6,02a59383o0725o,19.1072289086274,18.86918164753,2.9821,5.358246140559055,0.057,59383.48079884917,25.817509724019615
59383.595304999995,18.237000000000002,0.07,184,13,o,0,1.07,10.410969999999999,7.02632,7514.06,3993.63,2.15,1.79,36.7,-0.434,19.52,20.61,02a59383o0734o,19.1071610641641,18.86918161768,2.9821,5.452253854303349,0.07,59383.48495124101,25.5944517631652
59383.605002,18.208,0.065,189,12,o,0,0.94,10.41117,7.02642,7458.16,3916.76,2.17,1.78,39.3,-0.436,19.49,20.52,02a59383o0755o,19.1070026833463,18.86918154797,2.9822,5.423271861912259,0.065,59383.49464915574,25.674913471593705
59388.573426,18.2,0.087,190,16,o,0,1.12,10.50463,7.07096,5232.56,5150.27,1.96,1.91,-21.9,-0.39799999999999996,19.08,19.44,01a59388o0714o,19.0259322888821,18.86914184975,3.0381,5.424509519341132,0.087,59388.46354137929,25.358398731654297
59388.576653,18.192,0.078,192,15,o,0,1.23,10.50468,7.0709800000000005,5213.7,5111.48,1.91,1.88,-63.5,-0.395,19.14,19.49,01a59388o0721o,19.0258785802643,18.86914182138,3.0381,5.416515652499871,0.078,59388.46676868948,25.476960356474642
59388.584025,18.192999999999998,0.073,192,14,o,0,1.22,10.5048,7.071039999999999,5274.14,5191.39,2.1,1.99,-3.5,-0.38299999999999995,19.11,19.6,01a59388o0737o,19.0257559242293,18.86914175657,3.0382,5.4175296590518105,0.073,59388.474141397885,25.5488897128997
59388.602073,18.31,0.07400000000000001,172,13,o,0,1.26,10.5051,7.07119,5294.95,5074.53,2.05,1.95,-19.1,-0.39299999999999996,19.25,19.89,01a59388o0776o,19.0254558897332,18.86914159783,3.0383,5.534563921518465,0.07400000000000001,59388.49219113075,25.5341175638734
59390.591821,18.215,0.212,188,40,o,0,0.74,10.53728,7.086869999999999,3486.08,7488.91,2.01,1.8,32.8,-0.419,18.28,18.32,02a59390o0747o,18.9926141699278,18.86912345411,3.0551,5.443317641618842,0.212,59390.482128808704,24.391357210878965
59392.587951,18.143,0.084,201,17,o,0,1.03,10.56654,7.10135,5205.94,7141.29,1.88,1.77,-39.5,-0.40700000000000003,19.21,19.5,01a59392o0747o,18.9595007297131,18.8691039722,3.0686,5.375109129099535,0.084,59392.47845005598,25.396498648046137
59392.601063,18.158,0.077,198,15,o,0,0.88,10.56671,7.101439999999999,5193.15,7101.59,1.79,1.71,-60.5,-0.42100000000000004,19.25,19.57,01a59392o0773o,18.9592807663832,18.86910383999,3.0687,5.390134337333935,0.077,59392.49156332639,25.490970050269638
59392.61027999999,18.355,0.085,165,14,o,0,1.28,10.56683,7.10151,5250.41,7180.09,1.92,1.82,-46.3,-0.405,19.17,19.49,01a59392o0793o,18.959126273075,18.86910374703,3.0687,5.587152042760209,0.085,59392.50078121865,25.38364954891511
59392.615811,18.174,0.073,195,14,o,0,1.65,10.5669,7.10155,5270.56,7063.35,1.83,1.75,-30.3,-0.405,19.02,19.11,01a59392o0805o,18.9590336167256,18.86910369122,3.0688,5.406162661549445,0.073,59392.5063127538,25.5488897128997
59402.56231,18.413,0.062,157,10,c,0,1.57,10.66617,7.1543600000000005,1578.48,1551.01,2.54,2.32,-61.5,-0.418,19.59,21.33,02a59402o0689c,18.7927452244676,18.86898740969,3.0863,5.664305896435572,0.062,59402.45377215546,25.726217639455207
59402.567367999996,18.266,0.069,179,12,c,0,0.76,10.6662,7.15437,1605.8,1588.41,2.5,2.35,-67.5,-0.41600000000000004,19.64,21.35,02a59402o0700c,18.7926597989159,18.86898734245,3.0863,5.517315774985395,0.069,59402.45883064883,25.610074136357703
59402.574270000005,18.313,0.06,172,10,c,0,1.19,10.66623,7.1544,1548.02,1509.66,2.5,2.33,-63.9,-0.41600000000000004,19.63,21.38,02a59402o0715c,18.7925432820191,18.86898725069,3.0863,5.564329248993971,0.06,59402.465733321784,25.761818737241732
59402.592176,18.304000000000002,0.055999999999999994,173,10,c,0,1.17,10.66633,7.15447,1525.66,1629.85,2.4,2.31,-61.0,-0.424,19.65,21.44,02a59402o0753c,18.7922412939572,18.86898701257,3.0862,5.555364171302239,0.055999999999999994,59402.48364106592,25.83672679568534
59404.531796,18.195999999999998,0.055999999999999994,191,11,o,0,1.59,10.67652,7.16091,4807.31,3389.91,2.19,1.9,-6.6,-0.409,19.52,20.45,01a59404o0625o,18.7598203647504,18.86896060686,3.0797,5.451116733717068,0.055999999999999994,59404.423448313595,25.83672679568534
59404.546072000005,18.06,0.048,217,10,o,0,1.24,10.67657,7.16095,4787.67,3349.8,2.07,1.85,-4.3,-0.415,19.61,20.61,01a59404o0655o,18.7595794052614,18.86896040801,3.0797,5.315144648139068,0.048,59404.43772570526,26.004093769761873
59404.54912,18.089000000000002,0.049,211,10,o,0,1.23,10.67658,7.16096,4842.43,3421.16,1.87,1.85,-49.1,-0.418,19.65,20.64,01a59404o0661o,18.7595279894671,18.86896036555,3.0797,5.344150604551823,0.049,59404.440774002214,25.981706663129557
59404.558871,18.094,0.052000000000000005,210,11,o,0,1.27,10.67662,7.160989999999999,4863.24,3310.0,1.9,1.84,-19.2,-0.418,19.7,20.7,01a59404o0682o,18.759363578163,18.86896022968,3.0796,5.349169651379768,0.052000000000000005,59404.45052595177,25.917188504113845
59408.550596,18.168,0.063,196,12,o,0,1.07,10.68792,7.17017,5065.22,9216.37,1.91,1.79,-55.8,-0.419,19.56,20.49,01a59408o0670o,18.6929323069844,18.86890203844,3.0559,5.430879684895917,0.063,59408.442634626794,25.708845489566887
59408.556140999994,18.137999999999998,0.055999999999999994,202,11,o,0,1.02,10.68792,7.17018,5047.74,9178.01,1.89,1.79,-44.3,-0.41200000000000003,19.61,20.52,01a59408o0682o,18.6928396028679,18.86890195403,3.0559,5.4008904636497075,0.055999999999999994,59408.4481801622,25.83672679568534
59408.559363,18.097,0.049,210,10,o,0,0.9,10.68792,7.17018,5106.56,9256.01,1.85,1.74,-43.2,-0.418,19.61,20.55,01a59408o0689o,18.692785754478,18.86890190498,3.0559,5.35989672465557,0.049,59408.45140247321,25.981706663129557
59408.575037,18.07,0.044000000000000004,215,10,o,0,1.48,10.68793,7.170210000000001,5129.63,9139.79,1.87,1.78,-36.2,-0.418,19.62,20.59,01a59408o0723o,18.6925240013491,18.86890166632,3.0557,5.332927159235576,0.044000000000000004,59408.46707798497,26.098565171985374
59412.550543,18.111,0.091,207,19,o,0,1.08,10.68639,7.1738800000000005,5071.09,9225.01,1.85,1.75,-44.3,-0.41700000000000004,19.27,20.41,01a59412o0667o,18.6270403307906,18.86883857674,3.0184,5.381554880061085,0.091,59412.44296218711,25.30959338239811
59412.553313,18.097,0.043,210,9,o,0,1.7,10.68639,7.173889999999999,5052.63,9185.91,1.8,1.67,-56.9,-0.43,19.84,21.02,01a59412o0673o,18.6269946322626,18.86883853101,3.0183,5.367560212698027,0.043,59412.44573245104,26.123525724251877
59412.559301,18.122,0.052000000000000005,205,11,o,0,0.88,10.68637,7.173889999999999,5113.44,9264.96,1.83,1.69,-56.8,-0.42700000000000005,19.79,20.96,01a59412o0686o,18.6268958807963,18.86883843213,3.0182,5.392571736221829,0.052000000000000005,59412.45172102138,25.917188504113845
59412.56944,18.186,0.05,193,10,o,0,1.59,10.68634,7.173889999999999,5134.54,9147.95,1.85,1.78,-28.3,-0.41100000000000003,19.79,21.05,01a59412o0708o,18.626728789405,18.86883826469,3.0181,5.456591234634502,0.05,59412.46186098642,25.959771852360795
59414.541682,18.253,0.063,181,12,c,0,1.29,10.68088,7.17368,9972.26,3563.77,2.79,2.63,-22.1,-0.385,19.5,21.37,02a59414o0641c,18.5945898353967,18.86880506353,2.9945,5.527344996232509,0.063,59414.434288605546,25.708845489566887
59414.545365,18.252,0.067,182,12,c,0,0.97,10.680860000000001,7.17368,9991.72,3602.83,2.86,2.65,-22.9,-0.385,19.53,21.37,02a59414o0649c,18.5945295458728,18.86880500036,2.9945,5.526352044112004,0.067,59414.43797195374,25.642009856448777
59414.550397000006,18.27,0.063,179,11,c,0,1.05,10.68084,7.17368,9932.79,3525.34,2.68,2.54,-11.5,-0.392,19.59,21.4,02a59414o0660c,18.5944472040466,18.86880491404,2.9944,5.544361669960082,0.063,59414.44300442932,25.708845489566887
59414.562311,18.262999999999998,0.062,180,11,c,0,1.19,10.68079,7.1736699999999995,9913.08,3643.64,2.66,2.57,-24.6,-0.392,19.59,21.4,02a59414o0686c,18.594252391201,18.86880470963,2.9942,5.537384443982203,0.062,59414.45491955445,25.726217639455207
59416.552255999995,18.008,0.057,227,13,o,0,1.36,10.6721,7.172110000000001,528.33,5062.45,2.0,1.84,-88.1,-0.418,19.42,20.45,01a59416o0687o,18.5621041242446,18.86876992644,2.967,5.286146032368579,0.057,59416.445050227354,25.817509724019615
59416.554098,17.799,0.049,276,14,o,0,0.69,10.672089999999999,7.1721,509.0,5024.07,1.97,1.83,-85.0,-0.424,19.63,20.77,01a59416o0691o,18.5620742863258,18.86876989365,2.9669,5.077149526709222,0.049,59416.44689239969,25.981706663129557
59416.559629999996,18.072,0.09300000000000001,214,20,o,0,0.72,10.67206,7.1721,568.23,5102.01,1.92,1.81,-82.6,-0.409,18.98,20.18,01a59416o0703o,18.5619847053618,18.86876979517,2.9669,5.350160017639752,0.09300000000000001,59416.452424917064,25.285989491816004
59416.571164,17.924,0.045,246,11,o,0,1.51,10.67199,7.17208,589.73,4987.06,1.82,1.71,-84.7,-0.424,19.59,20.86,01a59416o0728o,18.5617980800236,18.86876958981,2.9667,5.202181873734331,0.045,59416.46395999492,26.074165578762482
59417.58124199999,18.112000000000002,0.079,207,16,o,0,1.24,10.666360000000001,7.1707600000000005,540.93,5058.54,2.27,2.1,87.2,-0.39799999999999996,19.2,20.13,01a59417o0718o,18.5455981147376,18.86875143964,2.9515,5.39207996080046,0.079,59417.47413155811,25.46312913497474
59417.591245,18.123,0.091,205,19,o,0,0.74,10.66629,7.17075,524.42,5020.8,2.37,2.18,85.1,-0.402,19.1,20.04,01a59417o0737o,18.5454374421352,18.86875125825,2.9514,5.403098794637463,0.091,59417.48413548609,25.30959338239811
59417.611947000005,18.099,0.049,209,10,o,0,1.32,10.66615,7.170719999999999,600.24,4981.68,2.17,2.05,-88.1,-0.415,19.59,20.85,01a59417o0778o,18.5451054313386,18.86875088275,2.951,5.379137713113046,0.049,59417.50483940363,25.981706663129557
59420.487836,17.919,0.076,247,19,o,0,0.94,10.64578,7.1650100000000005,578.23,5047.39,2.05,1.77,87.6,-0.425,18.91,19.06,01a59420o0467o,18.4994867172307,18.86869737621,2.9032,5.204492010630696,0.076,59420.38099187534,25.505162882498865
59420.497365999996,18.086,0.094,212,20,o,0,1.33,10.64569,7.1649899999999995,559.51,5008.44,2.09,1.81,-89.9,-0.423,18.96,19.12,01a59420o0486o,18.4993350454031,18.86869719447,2.903,5.371509834879841,0.094,59420.390522751324,25.274377229201598
59420.50336,18.12,0.09699999999999999,205,20,o,0,1.15,10.64564,7.16498,618.49,5087.56,2.14,1.87,87.1,-0.42100000000000004,18.95,19.15,01a59420o0499o,18.4992397057495,18.86869708015,2.9029,5.405521039139002,0.09699999999999999,59420.39651730197,25.24026752753523
59420.510276,18.102999999999998,0.092,208,19,o,0,1.04,10.64558,7.164960000000001,639.96,4972.31,1.98,1.74,86.7,-0.428,19.0,19.19,01a59420o0514o,18.4991297569666,18.86869694823,2.9028,5.3885339603354065,0.092,59420.403433936975,25.297727294836953
59426.523534,18.011,0.068,227,15,o,0,1.42,10.5819,7.1439,1614.17,5455.74,2.26,2.15,25.6,-0.428,19.13,19.94,02a59426o0615o,18.4064175584578,18.86857641467,2.7799,5.307457975066903,0.068,59426.41722739798,25.625924581435253
59426.547517,17.913,0.059000000000000004,248,15,o,0,1.38,10.58157,7.143789999999999,1636.01,5495.1,2.09,2.03,8.3,-0.447,19.25,20.05,02a59426o0666o,18.4060535425039,18.86857591062,2.7793,5.2095009777933186,0.059000000000000004,59426.44121250036,25.780066834095482
59426.55263300001,17.945,0.061,241,15,o,0,1.2,10.5815,7.14377,1577.84,5418.46,2.05,1.97,16.4,-0.439,19.34,20.19,02a59426o0677o,18.4059760083124,18.86857580307,2.7792,5.241510137362964,0.061,59426.446328948165,25.743872275673926
59426.556298,17.907,0.055,250,14,o,0,0.96,10.58145,7.14375,1557.93,5534.44,2.03,1.99,12.8,-0.441,19.31,20.11,02a59426o0685o,18.4059204902758,18.86857572602,2.7791,5.203516696063053,0.055,59426.449994268805,25.856290139465234
59428.521425,17.962,0.047,237,11,o,0,1.25,10.5546,7.1342,922.32,8877.02,2.3,2.07,-17.7,-0.40399999999999997,19.53,20.89,01a59428o0614o,18.376552506775,18.86853378947,2.7324,5.261989031371392,0.047,59428.41529088413,26.02695221836155
59428.52798200001,17.869,0.043,258,11,o,0,1.37,10.5545,7.1341600000000005,901.27,8839.94,2.85,2.05,-1.7,-0.376,19.48,20.89,01a59428o0628o,18.3764546043602,18.86853364746,2.7323,5.169000616421911,0.043,59428.42184844957,26.123525724251877
59428.531671000004,17.972,0.046,235,11,o,0,1.05,10.55444,7.1341399999999995,961.09,8918.08,2.45,2.04,-4.4,-0.401,19.51,20.89,01a59428o0636o,18.3763995531868,18.86853356756,2.7322,5.272007130804672,0.046,59428.42553776752,26.050302283996906
59428.537664999996,18.087,0.053,211,11,o,0,1.53,10.55435,7.134110000000001,981.97,8800.27,3.51,2.14,-3.4,-0.359,19.36,20.91,01a59428o0649o,18.3763101498549,18.86853343772,2.732,5.38701771024002,0.053,59428.43153228386,25.89650718919887
59432.483703,18.316,0.048,171,8,c,0,1.23,10.4916,7.1109800000000005,7184.89,5130.33,2.41,2.19,-78.2,-0.39,19.87,21.63,01a59432o0541c,18.3189310905777,18.86844544974,2.6287,5.622818752040352,0.048,59432.377901677675,26.004093769761873
59432.504032000004,18.164,0.04,197,8,c,0,1.48,10.49124,7.11085,7164.8,5092.05,2.43,2.27,-78.1,-0.387,19.86,21.68,01a59432o0585c,18.318638482334,18.86844498346,2.6281,5.470853490902886,0.04,59432.39823236764,26.202046884880936
59432.51426799999,18.207,0.046,189,9,c,0,1.37,10.49105,7.11078,7226.82,5165.83,2.48,2.35,-78.5,-0.375,19.82,21.69,01a59432o0606c,18.3184913821906,18.86844474863,2.6278,5.513870955096731,0.046,59432.40846921721,26.050302283996906
59432.523077,18.15,0.047,200,9,c,0,1.07,10.49089,7.11072,7244.01,5052.03,2.48,2.38,-79.1,-0.38299999999999995,19.86,21.72,01a59432o0625c,18.3183649196486,18.86844454651,2.6276,5.456885969268393,0.047,59432.4172789476,26.02695221836155
59434.543703999996,17.984,0.054000000000000006,232,13,o,0,1.21,10.45422,7.09685,1446.38,7489.15,2.02,1.79,-45.8,-0.46,19.58,20.67,02a59434o0669o,18.2898852929045,18.8683975229,2.5697,5.294270003877477,0.054000000000000006,59434.43807043221,25.87621246364342
59434.545535000005,17.948,0.05,240,12,o,0,1.27,10.454189999999999,7.096830000000001,1466.21,7527.53,2.05,1.85,-47.1,-0.452,19.54,20.67,02a59434o0673o,18.2898596723903,18.8683974797,2.5696,5.258273050654925,0.05,59434.43990158019,25.959771852360795
59434.548285000004,17.866,0.051,259,13,o,0,1.23,10.454130000000001,7.09682,1408.57,7449.73,2.02,1.81,-42.5,-0.469,19.58,20.69,02a59434o0679o,18.2898212032994,18.8683974148,2.5696,5.176277625390123,0.051,59434.44265180237,25.938271422956003
59434.555173,18.039,0.051,221,11,o,0,1.44,10.454,7.096769999999999,1389.1,7565.52,2.02,1.8,-47.9,-0.46299999999999997,19.58,20.72,02a59434o0694o,18.2897249051348,18.86839725224,2.5694,5.349289077198543,0.051,59434.44954035853,25.938271422956003
59436.503648000005,18.246,0.044000000000000004,183,8,c,0,1.6,10.41589,7.08212,7333.94,5079.46,2.33,2.25,-12.6,-0.369,19.95,21.83,01a59436o0571c,18.2628939312623,18.86835065422,2.5106,5.55948232260908,0.044000000000000004,59436.39817032132,26.098565171985374
59436.513149,18.153,0.038,199,8,c,0,1.52,10.41569,7.082039999999999,7315.0,5036.3,2.37,2.28,-72.9,-0.387,19.89,21.82,01a59436o0591c,18.2627636456554,18.868350424,2.5103,5.466497840220132,0.038,59436.40767207378,26.25773787165882
59436.515015,18.16,0.040999999999999995,198,8,c,0,1.44,10.41565,7.0820300000000005,7374.34,5116.68,2.39,2.27,-72.5,-0.385,19.92,21.83,01a59436o0595c,18.2627380745544,18.86835037878,2.5102,5.473500885872076,0.040999999999999995,59436.409538221465,26.175237221401503
59436.522872,18.173,0.035,195,7,c,0,2.4,10.41548,7.08197,7393.35,5001.27,2.4,2.28,-78.6,-0.384,19.91,21.84,01a59436o0612c,18.2626304669159,18.86835018838,2.51,5.486513702563828,0.035,59436.41739584296,26.347026752325153
59438.47432,17.887,0.046,254,12,o,0,0.83,10.3746,7.06605,1281.51,7546.66,2.04,1.85,-29.3,-0.462,19.65,21.03,02a59438o0523o,18.2364134083076,18.86830228037,2.4481,5.203638729539527,0.046,59438.36899526006,26.050302283996906
59438.487271000005,18.009,0.05,227,12,o,0,1.09,10.374310000000001,7.065939999999999,1309.87,7587.23,2.03,1.81,-43.2,-0.47200000000000003,19.66,21.02,02a59438o0551o,18.2362398759995,18.86830195832,2.4477,5.325659429789427,0.05,59438.38194726231,25.959771852360795
59438.49004,17.865,0.040999999999999995,260,10,o,0,1.37,10.37425,7.065919999999999,1246.27,7509.25,2.07,1.92,-32.9,-0.456,19.62,21.02,02a59438o0557o,18.236202806732,18.86830188946,2.4476,5.181663851725778,0.040999999999999995,59438.384716476394,26.175237221401503
59438.497393,18.031,0.05,223,11,o,0,2.07,10.374080000000001,7.065860000000001,1222.88,7628.25,2.1,1.86,-42.1,-0.47100000000000003,19.67,21.07,02a59438o0572o,18.2361044284411,18.86830170658,2.4474,5.347675587180689,0.05,59438.392070044574,25.959771852360795
59440.50861900001,18.062,0.042,216,9,c,0,1.69,10.329130000000001,7.048189999999999,9285.14,1030.34,3.09,2.79,-9.1,-0.337,19.68,21.82,01a59440o0598c,18.2097980664388,18.86825103097,2.3806,5.381816122736531,0.042,59440.403447977464,26.14907363720609
59440.51231900001,18.070999999999998,0.05,215,11,c,0,1.06,10.329039999999999,7.04815,9264.9,990.47,2.9,2.65,-3.9,-0.35100000000000003,19.73,21.83,01a59440o0606c,18.2097500461843,18.86825093654,2.3805,5.390821859905671,0.05,59440.4071482548,25.959771852360795
59440.51603099999,18.112000000000002,0.051,207,10,c,0,1.58,10.32895,7.04812,9322.95,1068.26,3.72,2.91,-2.0,-0.336,19.57,21.83,01a59440o0614c,18.2097018931757,18.8682508418,2.3803,5.431827612956271,0.051,59440.410860532895,25.938271422956003
59440.537275999995,18.112000000000002,0.053,207,11,c,0,1.04,10.32845,7.04793,9345.7,947.48,3.2,2.74,4.7,-0.336,19.66,21.82,01a59440o0659c,18.2094267479687,18.86825029949,2.3796,5.431860486160492,0.053,59440.43210712201,25.89650718919887
59441.59746699999,18.123,0.039,205,8,c,0,1.31,10.30359,7.0380899999999995,1234.44,9593.92,2.46,2.16,-52.1,-0.408,19.92,21.96,01a59441o0765c,18.1958689152912,18.86822305152,2.3431,5.444480994464845,0.039,59441.492376425515,26.229535345634595
59441.600646000006,18.090999999999998,0.038,211,8,c,0,1.81,10.303510000000001,7.038060000000001,1254.66,9632.5,2.57,2.24,-51.0,-0.39899999999999997,19.89,21.98,01a59441o0771c,18.1958287607431,18.86822296927,2.343,5.412485795929896,0.038,59441.49555565744,26.25773787165882
59441.621057000004,18.173,0.040999999999999995,195,8,c,0,1.65,10.30301,7.03787,1200.93,9549.85,2.43,2.13,-52.1,-0.414,19.94,21.78,01a59441o0814c,18.1955713558349,18.8682224411,2.3423,5.494516575382278,0.040999999999999995,59441.515968144085,26.175237221401503
59441.62680599999,18.16,0.052000000000000005,198,10,c,0,0.97,10.30287,7.03781,1182.45,9666.43,2.58,2.28,-55.3,-0.414,19.69,21.19,01a59441o0825c,18.1954989806521,18.86822229232,2.3421,5.481525229827708,0.052000000000000005,59441.52171756208,25.917188504113845
59442.46965399999,17.826,0.051,269,14,o,0,0.95,10.28272,7.029739999999999,9373.81,7729.5,2.2,2.02,-61.5,-0.449,19.7,20.97,02a59442o0520o,18.1848812504079,18.86820036354,2.3127,5.148795255891326,0.051,59442.36462688498,25.938271422956003
59442.493187,17.839000000000002,0.047,266,12,o,0,1.01,10.28214,7.02951,9396.17,7771.01,2.22,2.07,-58.8,-0.444,19.69,21.01,02a59442o0570o,18.1845838866879,18.86819974798,2.3118,5.161830835483391,0.047,59442.388161602415,26.02695221836155
59442.496875,17.849,0.038,263,10,o,0,2.09,10.28204,7.02947,9337.62,7693.14,2.2,2.07,-63.2,-0.446,19.71,21.04,02a59442o0578o,18.1845373653099,18.8681996515,2.3117,5.1718364018428815,0.038,59442.39184987109,26.25773787165882
59442.502366999994,17.935,0.046,243,11,o,0,1.39,10.28191,7.02942,9317.89,7810.61,2.25,2.05,-65.5,-0.44299999999999995,19.74,21.09,02a59442o0590o,18.1844681292994,18.86819950781,2.3115,5.257844686083661,0.046,59442.39734227097,26.050302283996906
59444.477330999995,17.833,0.059000000000000004,267,16,o,0,1.32,10.23259,7.00965,9480.09,955.15,2.05,1.93,-36.7,-0.44,19.38,20.17,01a59444o0487o,18.1601407930672,18.86814720541,2.2402,5.1587576645670286,0.059000000000000004,59444.372446773945,25.780066834095482
59444.479174,17.855,0.05,262,13,o,0,1.71,10.23254,7.0096300000000005,9461.03,915.45,2.03,1.92,-17.9,-0.42,19.39,20.19,01a59444o0491o,18.1601182395708,18.86814715602,2.2402,5.180760367054349,0.05,59444.374289904204,25.959771852360795
59444.487887999996,17.999000000000002,0.06,229,14,o,0,1.23,10.23231,7.009539999999999,9522.08,992.32,2.07,2.01,-20.4,-0.45,19.39,20.25,01a59444o0509o,18.1600116770748,18.86814692245,2.2398,5.324773136043749,0.06,59444.38300451966,25.761818737241732
59444.49697000001,17.87,0.051,258,13,o,0,1.38,10.23207,7.00945,9543.61,875.18,2.01,1.88,-31.2,-0.431,19.5,20.36,01a59444o0528o,18.1599007466742,18.868146679,2.2395,5.195786428537653,0.051,59444.39208716035,25.938271422956003
59448.469154,17.784000000000002,0.067,280,19,o,0,1.78,10.12542,6.9661800000000005,5765.4,1066.28,1.98,1.96,66.1,-0.442,18.81,18.92,01a59448o0533o,18.1133929644275,18.86803764626,2.0881,5.115367283992827,0.067,59448.36453976689,25.642009856448777
59448.470996000004,17.889,0.073,254,18,o,0,1.63,10.12536,6.96616,5745.56,1026.42,2.04,1.97,28.6,-0.442,18.83,18.93,01a59448o0537o,18.1133719631575,18.86803759451,2.088,5.220369807627357,0.073,59448.36638188818,25.5488897128997
59448.47375800001,18.021,0.102,225,23,o,0,1.34,10.12528,6.966130000000001,5803.9,1104.85,2.13,2.05,18.5,-0.447,18.77,18.94,01a59448o0543o,18.113340483009,18.86803751692,2.0879,5.352373590472382,0.102,59448.369144070006,25.18569643379605
59448.483916,17.749000000000002,0.057999999999999996,289,17,o,0,2.33,10.124989999999999,6.966010000000001,5823.65,985.92,2.03,1.95,26.6,-0.442,18.78,18.9,01a59448o0564o,18.1132248144884,18.86803723155,2.0875,5.08038748998972,0.057999999999999996,59448.37930273804,25.7986268792935
59454.452088,17.817999999999998,0.052000000000000005,271,14,o,0,1.53,9.947239999999999,6.892639999999999,2240.21,3913.77,2.07,1.93,35.0,-0.446,19.24,19.95,02a59454o0490o,18.0498200390435,18.86786379877,1.8409,5.157021956032839,0.052000000000000005,59454.347840933486,25.917188504113845
59454.47629199999,17.688,0.055,305,17,o,0,1.05,9.94646,6.89233,2259.27,3954.95,2.05,1.88,36.2,-0.45399999999999996,19.28,20.01,02a59454o0541o,18.0495772126451,18.86786307197,1.8398,5.027051252954916,0.055,59454.37204633593,25.856290139465234
59454.480433000004,17.764,0.047,285,14,o,0,1.48,9.94633,6.89227,2208.7,3875.08,2.02,1.86,28.8,-0.46399999999999997,19.31,20.01,02a59454o0550o,18.0495357683576,18.8678629476,1.8396,5.1030562532705765,0.047,59454.3761875753,26.02695221836155
59454.485964,17.787,0.057999999999999996,279,16,o,0,0.63,9.94615,6.8922,2188.47,3991.7,2.05,1.83,31.8,-0.45399999999999996,19.31,20.02,02a59454o0562o,18.049480459231,18.86786278148,1.8394,5.1260629264342406,0.057999999999999996,59454.381718894736,25.7986268792935
59455.494865,17.792,0.05,278,14,o,0,1.04,9.91413,6.87885,2188.04,3939.42,2.1,1.97,33.8,-0.446,19.41,20.45,02a59455o0571o,18.0395803533537,18.86783231426,1.7955,5.1322578081321275,0.05,59455.39067707298,25.959771852360795
59455.496702,17.819000000000003,0.053,271,14,o,0,0.84,9.914069999999999,6.878819999999999,2207.61,3978.36,2.08,1.99,39.5,-0.441,19.44,20.45,02a59455o0575o,18.0395624700508,18.86783225849,1.7955,5.159259967212561,0.053,59455.39251417626,25.89650718919887
59455.50634,17.793,0.047,277,13,o,0,1.01,9.91376,6.87869,2150.15,3904.75,2.04,1.95,28.5,-0.45299999999999996,19.45,20.44,02a59455o0596o,18.0394687427747,18.86783196584,1.795,5.133271283135983,0.047,59455.40215271759,26.02695221836155
59455.542089999995,17.753,0.042,288,12,o,0,1.85,9.91258,6.87821,2134.08,4023.35,2.11,1.93,33.0,-0.441,19.42,20.38,02a59455o0670o,18.0391225490768,18.86783088008,1.7934,5.09331308101121,0.042,59455.43790471703,26.14907363720609
59456.451741,17.705,0.039,301,12,o,0,1.17,9.88331,6.865939999999999,10412.52,6512.19,2.08,1.97,-47.0,-0.466,19.63,20.66,01a59456o0505o,18.0304200177063,18.8678031139,1.7534,5.046364102854952,0.039,59456.34760597866,26.229535345634595
59456.452663,17.727999999999998,0.040999999999999995,294,12,o,0,1.07,9.883280000000001,6.8659300000000005,196.06,6513.04,2.06,1.82,-41.3,-0.439,19.66,20.71,01a59456o0507o,18.0304111987964,18.86780308562,1.7534,5.069365168204952,0.040999999999999995,59456.34852802959,26.175237221401503
59456.455885,17.861,0.042,260,11,o,0,1.43,9.88317,6.865880000000001,174.9,6476.17,2.09,1.83,-48.4,-0.43200000000000005,19.65,20.71,01a59456o0514o,18.0303803916293,18.8678029868,1.7533,5.202368889807916,0.042,59456.35175020753,26.14907363720609
