MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs,delta,r,alpha,reduced_mag,reduced_dmag,MJDCorrected,3sig limiting mag
57988.54174,18.354,0.09,165,15,o,0,1.05,356.08702,2.67375,8352.53,2978.07,3.03,2.92,77.7,-0.431,19.26,20.81,01a57988o0623o,17.6660703362397,18.56971218713,1.4366,5.774274360707331,0.09,57988.439709286926,25.32159058960253
57992.447703,18.129,0.065,204,13,o,0,1.32,355.94228,2.61333,226.13,10455.01,3.08,2.56,-78.1,-0.519,19.4,21.12,01a57992o0364o,17.6406342696538,18.5714051017,1.245,5.552205201994148,0.065,57992.3458191934,25.674913471593705
57992.451827,18.261,0.102,180,18,o,0,0.76,355.94212000000005,2.61327,205.58,675.75,3.68,3.31,7.9,-0.446,19.29,21.15,01a57992o0372o,17.6406093465212,18.57140688658,1.2448,5.6842080612091195,0.102,57992.349943337336,25.18569643379605
57992.454849,18.19,0.07200000000000001,192,14,o,0,1.21,355.942,2.61322,208.17,10389.29,3.14,2.41,-81.8,-0.51,19.41,21.1,01a57992o0378o,17.6405911028078,18.57140819451,1.2447,5.613210153991382,0.07200000000000001,57992.35296544271,25.56386562212267
57992.458926,18.097,0.08800000000000001,210,18,o,0,0.74,355.94185,2.61315,186.28,609.97,3.56,3.35,17.3,-0.47200000000000003,19.25,21.16,01a57992o0386o,17.6405665164239,18.57140995904,1.2445,5.5202129741411206,0.08800000000000001,57992.35704258471,25.34599018282542
57992.462072,18.043,0.07200000000000001,220,16,o,0,0.8,355.94173,2.6131,10008.49,10357.14,3.51,2.92,-85.7,-0.44,19.36,21.08,01a57992o0392o,17.6405475651964,18.57141132063,1.2443,5.466215147746446,0.07200000000000001,57992.36018869416,25.56386562212267
57992.46258099999,18.204,0.09300000000000001,190,18,o,0,0.72,355.94171,2.61309,269.09,10439.53,3.23,2.73,-80.3,-0.47600000000000003,19.37,21.08,01a57992o0393o,17.6405445007288,18.57141154092,1.2443,5.627215499211189,0.09300000000000001,57992.360697711854,25.285989491816004
57992.464082000006,18.339000000000002,0.092,168,15,o,0,1.36,355.94165,2.61307,9960.0,592.88,3.97,3.52,-12.3,-0.41,19.23,21.11,01a57992o0396o,17.640535466628,18.57141219056,1.2442,5.762216535309513,0.092,57992.36219876404,25.297727294836953
57992.466594000005,18.072,0.07400000000000001,214,16,o,0,0.87,355.94155,2.6130299999999997,248.0,660.41,3.2,2.69,79.5,-0.502,19.42,21.11,01a57992o0401o,17.6405203568593,18.57141327775,1.2441,5.4952182681361705,0.07400000000000001,57992.36471085131,25.5341175638734
57992.469193,18.096,0.073,210,15,o,0,1.05,355.94145,2.61299,9989.74,10290.52,3.56,2.83,-89.8,-0.434,19.38,21.06,01a57992o0406o,17.6405047360064,18.57141440259,1.244,5.519220059474517,0.073,57992.36730994152,25.5488897128997
57992.469704999996,18.084,0.062,212,13,o,0,1.52,355.94142999999997,2.61298,291.19,10294.43,3.15,2.44,-84.1,-0.509,19.38,21.06,01a57992o0407o,17.6405016601843,18.57141462418,1.2439,5.50722041218587,0.062,57992.367821959284,25.726217639455207
57992.471203999994,18.177,0.071,195,14,o,0,1.48,355.94137,2.6129599999999997,9942.33,526.9,3.62,3.12,-77.4,-0.434,19.35,21.09,01a57992o0410o,17.6404926577755,18.57141527294,1.2439,5.600221444488641,0.071,57992.369321011276,25.579050991403154
57992.473823,18.215999999999998,0.078,188,15,o,0,1.37,355.94127000000003,2.61292,266.28,514.49,3.42,2.82,76.2,-0.495,19.34,21.09,01a57992o0415o,17.6404769390442,18.57141640643,1.2437,5.6392232468670525,0.078,57992.371940102064,25.476960356474642
57992.476842,18.057000000000002,0.071,217,15,o,0,1.21,355.94116,2.61287,10050.74,10340.65,3.72,2.91,-88.5,-0.433,19.3,21.03,01a57992o0421o,17.6404588353321,18.57141771304,1.2436,5.480225322586973,0.071,57992.374959206616,25.579050991403154
57992.478879999995,18.102999999999998,0.075,208,16,o,0,1.03,355.94108,2.6128400000000003,10002.32,575.55,3.59,3.03,-76.9,-0.44,19.39,21.07,01a57992o0425o,17.6404466238212,18.57141859508,1.2435,5.526226722644385,0.075,57992.37699727715,25.519543704721592
57992.48399400001,18.213,0.079,188,15,o,0,1.48,355.94088,2.61275,10068.99,10195.11,3.66,2.82,-86.3,-0.43,19.34,20.99,01a57992o0435o,17.6404160151149,18.57142080838,1.2432,5.6362302316727,0.079,57992.38211145394,25.46312913497474
57992.486059,18.175,0.08,195,16,o,0,1.28,355.9408,2.61272,10023.57,428.88,3.59,3.02,-81.4,-0.444,19.38,21.03,01a57992o0439o,17.6404036692796,18.5714217021,1.2431,5.598231646902962,0.08,57992.38417652524,25.449471895720983
57994.485144000006,18.171,0.055,196,11,o,0,1.18,355.86461,2.58049,8492.4,1804.78,2.12,2.08,67.4,-0.469,19.72,21.02,02a57994o0458o,17.6290215942557,18.57228626146,1.143,5.595532106338386,0.055,57994.38332726262,25.856290139465234
57994.493091,18.222,0.048,187,9,o,0,1.89,355.8643,2.5803599999999998,8473.96,1765.73,2.27,2.17,81.3,-0.455,19.68,21.04,02a57994o0472o,17.6289786179336,18.57228969585,1.1426,5.646536998447431,0.048,57994.391274510825,26.004093769761873
57994.501544000006,18.22,0.051,187,10,o,0,1.57,355.86397,2.58022,8534.72,1842.96,2.1,2.02,-87.6,-0.45899999999999996,19.76,21.09,02a57994o0487o,17.6289330340872,18.57229334889,1.1422,5.644542186190904,0.051,57994.39972777411,25.938271422956003
57994.509754,18.212,0.06,188,11,o,0,1.12,355.86365,2.58009,8558.29,1727.13,2.18,2.07,74.5,-0.46399999999999997,19.54,20.9,02a57994o0501o,17.6288888873868,18.5722968969,1.1417,5.636547209205849,0.06,57994.407938029064,25.761818737241732
57996.459044,17.477999999999998,0.045,370,17,o,0,51.33,355.7882,2.54788,7446.75,1113.89,3.41,3.22,-13.9,-0.41200000000000003,19.22,20.81,01a57996o0279o,17.6188769310292,18.57313869603,1.0431,4.90368238068201,0.045,57996.35728585331,26.074165578762482
57996.460536,17.555999999999997,0.047,345,16,o,0,35.54,355.78814,2.54786,7467.05,1146.9,3.6,3.29,-11.6,-0.40399999999999997,19.19,20.84,01a57996o0282o,17.6188696320977,18.57313933989,1.043,4.981683204976383,0.047,57996.35877789546,26.02695221836155
57996.472952,17.656,0.05,314,16,o,0,28.45,355.78765,2.54765,7510.26,1138.67,3.37,3.12,-77.2,-0.42,19.32,21.02,01a57996o0306o,17.618809052916,18.5731446979,1.0424,5.081690044760331,0.05,57996.37119424533,25.959771852360795
57996.480042999996,16.994,0.024,579,14,o,0,74.17,355.78737,2.54753,7529.84,992.83,3.32,3.07,-81.3,-0.425,19.39,21.14,01a57996o0320o,17.6187745839177,18.57314775793,1.042,4.419693935216657,0.024,57996.37828544441,26.756668758921826
57998.441275,18.1,0.087,209,18,o,0,0.66,355.71038,2.51439,10021.37,941.77,2.41,1.91,57.0,-0.47,19.28,19.91,02a57998o0383o,17.6097967819002,18.57399349568,0.9419,5.5267018332947195,0.087,57998.33956929587,25.358398731654297
57998.448902,18.171,0.079,196,16,o,0,1.17,355.71008,2.5142599999999997,10038.4,983.31,2.39,1.93,55.6,-0.465,19.3,19.93,02a57998o0398o,17.6097636623226,18.5739967823,0.9415,5.5977055330530305,0.079,57998.34719648715,25.46312913497474
57998.449409,18.125999999999998,0.079,204,16,o,0,1.47,355.71006,2.51425,255.29,922.75,2.06,1.64,44.4,-0.613,19.31,19.95,02a57998o0399o,17.6097614645262,18.57399700077,0.9415,5.5527057785237055,0.079,57998.34770349985,25.46312913497474
57998.456528999995,18.111,0.08199999999999999,207,17,o,0,0.98,355.70977,2.5141299999999998,9978.5,907.95,2.44,1.94,57.8,-0.45399999999999996,19.31,19.96,02a57998o0413o,17.6097306503441,18.5740000689,0.9412,5.537709219553285,0.08199999999999999,57998.354823677815,25.42266223224155
57998.457042999995,18.016,0.069,226,16,o,0,1.45,355.70975,2.51412,273.2,964.85,2.12,1.73,44.8,-0.581,19.28,19.98,02a57998o0414o,17.609728429481,18.57400029039,0.9411,5.442709467515785,0.069,57998.35533769064,25.610074136357703
57998.464135,17.963,0.067,237,16,o,0,1.11,355.70946000000004,2.514,9954.73,1029.77,2.42,1.91,56.8,-0.47200000000000003,19.33,19.97,02a57998o0428o,17.6096978369853,18.57400334642,0.9408,5.38971288263075,0.067,57998.36242986733,25.642009856448777
57998.464681,18.128,0.079,204,16,o,0,1.55,355.70944,2.51399,211.23,888.31,2.1,1.66,45.4,-0.604,19.35,19.99,02a57998o0429o,17.6096954856134,18.5740035817,0.9407,5.554713145074778,0.079,57998.36297588091,25.46312913497474
57998.47234099999,18.078,0.083,213,18,o,0,1.7,355.70912999999996,2.5138599999999998,189.19,1005.28,2.05,1.66,43.9,-0.556,19.34,20.0,02a57998o0444o,17.6096625561916,18.57400688248,0.9403,5.5047168197529786,0.083,57998.37063607109,25.409501632260657
58000.398941,17.831,0.11599999999999999,268,31,o,0,1.13,355.6326,2.48063,9538.12,510.75,3.73,3.5,-68.7,-0.41600000000000004,18.51,19.62,01a58000o0365o,17.6019323496106,18.57483648986,0.8416,5.258573265172755,0.11599999999999999,58000.297280717044,25.046051890133548
58000.40276799999,18.118,0.191,206,39,o,0,0.79,355.63244,2.48057,9604.11,10246.24,4.72,4.15,-12.9,-0.316,18.28,19.55,01a58000o0373o,17.6019176557954,18.57483813663,0.8414,5.545574885370424,0.191,58000.301107801904,24.504613445081525
58000.405176,18.233,0.16699999999999998,185,31,o,0,0.88,355.63234,2.48053,9520.4,450.29,3.69,2.84,-84.2,-0.45299999999999996,18.61,19.64,01a58000o0378o,17.6019084233046,18.5748391728,0.8412,5.660575903210773,0.16699999999999998,58000.30351585523,24.650405685331883
58000.409084000006,18.117,0.14800000000000002,206,30,o,0,0.93,355.63219,2.48046,9586.13,10186.32,4.12,2.91,-79.9,-0.402,18.58,19.57,01a58000o0386o,17.6018934613043,18.57484085442,0.841,5.544577552421712,0.14800000000000002,58000.30742394165,24.78154257471345
58000.411537,18.064,0.13699999999999998,216,30,o,0,1.04,355.63209,2.48041,9581.52,506.7,3.79,2.96,-84.8,-0.445,18.63,19.65,01a58000o0391o,17.6018840836105,18.57484190995,0.8409,5.491578585913482,0.13699999999999998,58000.30987699581,24.865395445309826
58000.415353,17.947,0.128,240,31,o,0,1.02,355.63192999999995,2.48035,9648.49,10243.12,4.21,2.92,-84.4,-0.41200000000000003,18.57,19.59,01a58000o0399o,17.6018695164704,18.57484355197,0.8407,5.374580191044071,0.128,58000.31369307994,24.93917193908117
58000.417781,17.938,0.126,243,31,o,0,0.9,355.63183,2.48031,9604.28,365.96,3.77,2.91,-86.2,-0.45,18.68,19.68,01a58000o0404o,17.6018602613899,18.57484459674,0.8406,5.3655812106689975,0.126,58000.316121133386,24.956270500406937
58000.421632000005,17.934,0.107,244,26,o,0,1.27,355.63167000000004,2.4802400000000002,9668.24,10102.58,3.99,2.8,-82.7,-0.425,18.62,19.61,01a58000o0412o,17.601845603808,18.57484625381,0.8404,5.361582825200104,0.107,58000.31997221805,25.133737418987817
58008.442537,18.015,0.079,226,18,o,0,0.97,355.30542,2.33584,9251.23,9823.43,3.58,3.28,82.5,-0.414,19.04,20.58,01a58008o0020o,17.581305753548,18.57828751859,0.4362,5.444715967506317,0.079,58008.34099584633,25.46312913497474
58008.44444500001,17.843,0.08199999999999999,265,22,o,0,0.85,355.30534,2.33581,9193.12,72.15,3.76,3.51,-63.6,-0.406,19.05,20.63,01a58008o0024o,17.5813031241987,18.57828833479,0.4361,5.272716196858765,0.08199999999999999,58008.34290386152,25.42266223224155
58008.449292,18.018,0.081,225,18,o,0,1.14,355.30514,2.3357200000000002,9271.18,9679.51,3.64,3.35,79.3,-0.41100000000000003,19.05,20.6,01a58008o0034o,17.5812964755271,18.57829040822,0.4358,5.447716775691308,0.081,58008.34775089991,25.43598431600422
58010.425213999995,18.033,0.044000000000000004,222,10,o,0,2.21,355.22357999999997,2.2989,1190.29,967.16,2.07,1.79,44.7,-0.561,19.79,21.01,02a58010o0421o,17.5791663729907,18.57913504618,0.346,5.462881160437547,0.044000000000000004,58010.323685202355,26.098565171985374
58010.431980999994,18.054000000000002,0.053,218,12,o,0,1.47,355.22328999999996,2.29877,1207.92,1008.81,2.08,1.79,48.1,-0.565,19.73,21.03,02a58010o0435o,17.5791609794176,18.57913793673,0.3457,5.483881488841966,0.053,58010.33045223351,25.89650718919887
58010.43928300001,17.97,0.054000000000000006,236,13,o,0,0.99,355.22298,2.2986400000000002,1147.25,933.36,2.06,1.82,45.8,-0.564,19.72,21.02,02a58010o0450o,17.5791552561406,18.5791410558,0.3454,5.399881831264741,0.054000000000000006,58010.33775426658,25.87621246364342
58010.44605399999,18.035999999999998,0.05,222,11,o,0,1.77,355.2227,2.29851,1126.42,1051.64,2.08,1.81,47.8,-0.565,19.69,20.98,02a58010o0464o,17.5791500388389,18.57914394803,0.3451,5.465882137699332,0.05,58010.34452529669,25.959771852360795
58012.40599299999,17.634,0.316,321,101,o,0,1.39,355.14159,2.2616099999999997,947.48,9658.96,3.15,2.76,-79.0,-0.467,17.69,19.07,01a58012o0398o,17.5782113537942,18.57998053092,0.2696,5.063900317289066,0.316,58012.30446971809,23.957979156654833
58012.4127,18.005,0.081,228,18,o,0,1.06,355.1413,2.2614799999999997,926.59,9619.92,3.2,2.87,-75.5,-0.452,19.09,20.55,01a58012o0412o,17.5782098789005,18.57998339168,0.2694,5.434900165144082,0.081,58012.31117672661,25.43598431600422
58012.419839999995,18.182000000000002,0.23800000000000002,194,46,o,0,0.79,355.141,2.26135,983.99,9696.5,2.9,2.53,-80.5,-0.515,18.19,19.56,01a58012o0427o,17.5782084013725,18.57998643711,0.2692,5.611899991741913,0.23800000000000002,58012.31831673514,24.265754470559564
58012.432036,18.114,0.138,206,29,o,0,0.97,355.14047999999997,2.26112,1001.95,9579.63,2.83,2.49,-81.2,-0.498,18.32,19.69,01a58012o0453o,17.5782060994258,18.57999163904,0.2688,5.543899668148459,0.138,58012.330512748435,24.85749914719775
58016.406405999995,17.967,0.07,236,17,o,0,1.14,354.97584,2.18535,9770.16,8737.36,3.87,3.11,-85.0,-0.386,19.15,20.8,01a58016o0108o,17.5799105441056,18.58168433484,0.2241,5.396491305784798,0.07,58016.30487290438,25.5944517631652
58016.410779,17.921,0.1,246,25,o,0,0.87,354.97566,2.18527,51.64,8877.83,3.57,2.97,-86.3,-0.39799999999999996,19.16,20.81,01a58016o0117o,17.5799149732173,18.58168619459,0.2242,5.350490541368471,0.1,58016.3092458788,25.207196863200842
58016.413172,17.912,0.07,248,17,o,0,0.92,354.97555,2.18522,9748.91,8697.04,3.88,3.06,-85.9,-0.387,19.19,20.82,01a58016o0122o,17.5799174121713,18.58168721228,0.2242,5.341490121180552,0.07,58016.311638864725,25.5944517631652
58016.417429999994,17.869,0.077,258,20,o,0,0.98,354.97537,2.18514,68.84,8760.94,3.37,2.81,-89.6,-0.405,19.22,20.8,01a58016o0131o,17.5799217786445,18.58168902311,0.2243,5.298489370218414,0.077,58016.31589683949,25.490970050269638
58016.420397,17.847,0.057999999999999996,264,15,o,0,1.38,354.97525,2.18509,9806.95,8773.94,3.74,3.12,-86.7,-0.384,19.21,20.77,01a58016o0137o,17.5799248414576,18.58169028491,0.2243,5.276488844444646,0.057999999999999996,58016.31886382181,25.7986268792935
58016.430552,17.967,0.07200000000000001,236,17,o,0,1.11,354.97482,2.18489,9822.59,8657.08,3.9,3.16,-86.9,-0.384,19.16,20.77,01a58016o0159o,17.5799354501773,18.58169460357,0.2245,5.396487029373638,0.07200000000000001,58016.32901876054,25.56386562212267
58018.406376,18.2,0.049,191,9,c,0,1.3,354.89321,2.14688,2064.9,2658.34,2.62,2.46,-24.8,-0.385,19.66,21.41,02a58018o0107c,17.5825865164977,18.58253425637,0.2747,5.629061474220121,0.049,58018.30482744926,25.981706663129557
58018.413095,18.186,0.048,193,9,c,0,1.24,354.89292,2.14675,8383.75,7731.23,2.88,2.81,37.3,-0.37,19.61,21.42,02a58018o0121c,17.5825974876359,18.58253710961,0.2749,5.615059785853713,0.048,58018.3115463859,26.004093769761873
58018.417809000006,18.124000000000002,0.05,204,10,c,0,1.02,354.89273,2.14666,8444.56,7810.41,2.79,2.69,-5.5,-0.376,19.66,21.42,02a58018o0130c,17.582605235758,18.58253911142,0.2751,5.553058595028746,0.05,58018.316260341155,25.959771852360795
58018.428466,18.332,0.052000000000000005,169,9,c,0,1.48,354.89227999999997,2.14645,2001.87,2739.93,2.61,2.51,-13.7,-0.39399999999999996,19.66,21.45,02a58018o0152c,17.5826229066014,18.5825436369,0.2754,5.761055883832626,0.052000000000000005,58018.32691723909,25.917188504113845
58022.386252,18.097,0.051,209,11,o,0,1.34,354.72995,2.06993,7807.85,1318.84,2.1,2.01,66.8,-0.461,19.64,20.69,02a58022o0355o,17.5915272252916,18.58422184809,0.444,5.524760370127316,0.051,58022.28465181203,25.938271422956003
58022.390361,18.082,0.047,212,10,o,0,2.39,354.72978,2.06985,7826.93,1360.71,2.0,1.94,84.6,-0.46799999999999997,19.68,20.69,02a58022o0364o,17.5915388245634,18.58422358787,0.4442,5.509758735046136,0.047,58022.28876074504,26.02695221836155
58022.396927999995,18.093,0.052000000000000005,210,11,o,0,1.43,354.72951,2.06973,7768.82,1281.14,2.06,1.96,77.8,-0.465,19.65,20.72,02a58022o0377o,17.5915574283829,18.58422636838,0.4445,5.520756113732087,0.052000000000000005,58022.29532763759,25.917188504113845
58022.403186,18.137999999999998,0.051,202,10,o,0,1.21,354.72925,2.0696,7746.36,1403.06,2.02,1.95,82.9,-0.457,19.67,20.73,02a58022o0390o,17.591575232394,18.58422901804,0.4448,5.565753606436578,0.051,58022.30158553477,25.938271422956003
58024.380484,18.021,0.071,225,16,o,0,1.26,354.64901000000003,2.03131,10213.37,9001.38,3.53,2.77,-86.6,-0.39399999999999996,19.25,20.68,01a58024o0382o,17.5978069926214,18.58506560104,0.5415,5.44788675712109,0.071,58024.27884754312,25.579050991403154
58024.388026,18.296,0.09300000000000001,174,16,o,0,1.11,354.64869,2.03117,10234.58,9069.77,3.54,2.88,-85.2,-0.38299999999999995,19.25,20.7,01a58024o0397o,17.5978328296393,18.58506878967,0.5419,5.722883196419442,0.09300000000000001,58024.2863893939,25.285989491816004
58024.395107000004,18.051,0.071,218,16,o,0,1.33,354.6484,2.03103,492.63,9150.04,3.3,2.91,-84.0,-0.419,19.21,20.73,01a58024o0410o,17.5978571847,18.58507178339,0.5422,5.4778798413605685,0.071,58024.29347025324,25.579050991403154
58024.396096000004,18.006,0.08199999999999999,228,19,o,0,0.95,354.64836,2.0310099999999998,10178.58,9025.08,3.83,2.95,-84.9,-0.382,19.23,20.72,01a58024o0412o,17.5978605938688,18.58507220152,0.5423,5.432879371835025,0.08199999999999999,58024.29445923355,25.42266223224155
58024.403184,17.934,0.064,244,16,o,0,1.17,354.64807,2.03087,514.75,9222.09,3.11,2.64,-81.3,-0.45299999999999996,19.28,20.76,01a58024o0425o,17.5978850807294,18.58507519817,0.5427,5.360876000175308,0.064,58024.301547092124,25.691746928241123
58024.404538,18.053,0.07400000000000001,218,16,o,0,1.16,354.64801,2.03085,10166.73,9180.53,3.71,2.8,-85.0,-0.4,19.25,20.78,01a58024o0427o,17.5978897691464,18.58507577061,0.5427,5.479875354769481,0.07400000000000001,58024.30290106505,25.5341175638734
58024.412225,17.993,0.07,231,16,o,0,1.02,354.6477,2.0307,457.59,9183.64,3.15,2.69,-84.7,-0.43700000000000006,19.24,20.81,01a58024o0442o,17.5979164518604,18.58507902049,0.5431,5.4198716825730155,0.07,58024.310587910935,25.5944517631652
58024.413141,18.019000000000002,0.073,225,16,o,0,1.23,354.64766000000003,2.03068,437.74,9305.28,3.05,2.53,-86.0,-0.46299999999999997,19.34,20.81,01a58024o0444o,17.5979196388388,18.58507940776,0.5432,5.445871244071473,0.073,58024.31150389253,25.5488897128997
58026.385285000004,18.142,0.07,201,14,o,0,1.11,354.56838999999997,1.99252,2210.08,8857.79,2.13,1.89,6.5,-0.491,19.41,20.2,02a58026o0386o,17.6053212723366,18.58591257203,0.6425,5.567860776785356,0.07,58026.283605144265,25.5944517631652
58026.393003,18.043,0.055,220,12,o,0,1.8,354.56807000000003,1.99237,2185.05,8816.51,2.2,1.99,12.9,-0.475,19.37,20.2,02a58026o0402o,17.6053524619286,18.58591583024,0.6429,5.468856549136937,0.055,58026.29132296412,25.856290139465234
58026.396664,18.02,0.065,225,15,o,0,1.45,354.56792,1.9923,2244.85,8895.02,2.16,1.93,11.8,-0.494,19.4,20.2,02a58026o0410o,17.6053672957546,18.58591737575,0.6431,5.445854538941251,0.065,58026.29498387845,25.674913471593705
58026.406779,18.128,0.08,204,16,o,0,0.82,354.56751,1.9921099999999998,2271.41,8784.59,2.07,1.95,11.8,-0.47700000000000004,19.45,20.23,02a58026o0431o,17.6054084112164,18.58592164582,0.6436,5.5538489688139165,0.08,58026.30509864099,25.449471895720983
58028.37411699999,17.993,0.11,230,25,o,0,0.86,354.4893,1.9541400000000002,6894.79,2873.51,3.14,2.88,-74.5,-0.442,18.71,19.55,01a58028o0311o,17.613957113192,18.58675155485,0.7439,5.417697857821777,0.11,58028.272387267796,25.10371515030528
58028.381621,18.105,0.11199999999999999,208,23,o,0,1.13,354.489,1.9539900000000001,6914.41,2940.69,2.98,2.75,-84.6,-0.45299999999999996,18.74,19.57,01a58028o0326o,17.6139917908242,18.58675471805,0.7443,5.52969321316708,0.11199999999999999,58028.27989106752,25.084151806525387
58028.389586000005,18.053,0.10300000000000001,218,22,o,0,1.29,354.48868,1.9538400000000002,6858.76,2897.76,3.07,2.8,-87.5,-0.444,18.7,19.58,01a58028o0341o,17.6140287144762,18.58675807556,0.7447,5.477688268928572,0.10300000000000001,58028.28785585427,25.175103801437913
58028.397704999996,18.248,0.139,182,25,o,0,0.97,354.48835,1.9536799999999999,6843.3,3045.99,2.97,2.72,-87.8,-0.462,18.68,19.46,01a58028o0356o,17.6140664746634,18.58676149796,0.7451,5.672683213990094,0.139,58028.29597463618,24.849659862565606
58032.455742,18.028,0.209,223,47,o,0,0.69,354.3302,1.8759099999999997,6406.59,224.5,3.14,3.06,-71.9,-0.46399999999999997,18.18,18.67,01a58032o0552o,17.6353245769388,18.58846950347,0.9527,5.449864547515132,0.209,58032.35388885962,24.406831147923207
58032.457732,18.000999999999998,0.155,229,36,o,0,1.49,354.33013,1.87588,6434.82,9949.03,3.16,2.75,-83.2,-0.469,18.22,18.68,01a58032o0556o,17.6353364163812,18.58847033978,0.9528,5.422862992005388,0.155,58032.35587879125,24.731367617775113
58032.465667,18.119,0.172,205,35,o,0,1.17,354.32981,1.87573,6434.8,301.81,2.9,2.85,-69.8,-0.455,18.21,18.62,01a58032o0570o,17.6353836908113,18.58847367453,0.9532,5.540856781463386,0.172,58032.36381351821,24.61837574593197
58032.475352999994,17.913,0.147,248,36,o,0,1.3,354.32944,1.8755400000000002,6381.88,261.31,2.99,2.89,-73.2,-0.45799999999999996,18.2,18.58,01a58032o0589o,17.6354415360201,18.58847774512,0.9537,5.3348491833849,0.147,58032.37349918412,24.7889035263304
58032.475812,18.047,0.18899999999999997,219,42,o,0,1.24,354.32942,1.87553,6409.03,9978.43,3.12,2.76,-80.0,-0.47100000000000003,18.16,18.59,01a58032o0590o,17.6354442808987,18.58847793802,0.9538,5.468848822870605,0.18899999999999997,58032.37395816827,24.516042352767734
58033.37339400001,17.756,0.126,287,36,o,0,1.08,354.2952,1.85847,7700.62,531.74,3.16,2.84,-82.0,-0.441,18.05,18.96,01a58033o0317o,17.6407889984633,18.58885502465,0.9993,5.1771467712606185,0.126,58033.27150929977,24.956270500406937
58033.375315,18.15,0.18,200,36,o,0,1.26,354.29513,1.85843,7731.95,10262.98,3.37,2.62,-82.3,-0.474,18.59,19.42,01a58033o0321o,17.640800703893,18.58885583142,0.9994,5.571145236151338,0.18,58033.27343023215,24.569015600442576
58033.380062000004,17.803,0.127,275,35,o,0,1.02,354.29494,1.85834,7721.97,597.88,3.18,2.87,-83.7,-0.44799999999999995,18.3,19.08,01a58033o0331o,17.6408296589008,18.58885782503,0.9997,5.2241414390884415,0.127,58033.27817706492,24.94768756081095
58033.38194,18.2,0.152,190,29,o,0,0.96,354.29487,1.85831,7754.27,10328.91,3.38,2.63,-83.0,-0.466,18.71,19.55,01a58033o0335o,17.6408411256686,18.58885861373,0.9998,5.621139935471078,0.152,58033.28005499869,24.752587893338912
58033.38619299999,18.387999999999998,0.153,160,25,o,0,1.24,354.2947,1.8582299999999998,7666.08,543.88,3.22,2.81,-87.5,-0.452,18.72,19.53,01a58033o0344o,17.6408671181747,18.58886039986,1.0,5.809136527317376,0.153,58033.28430784857,24.745468286156846
58033.388083000005,17.942,0.095,242,23,o,0,1.64,354.29463,1.8581900000000002,7697.15,10275.58,3.44,2.7,-82.5,-0.452,18.66,19.53,01a58033o0348o,17.6408786798819,18.58886119361,1.0001,5.363135011426712,0.095,58033.28619778181,25.262887849978725
58033.392835000006,17.977,0.115,234,27,o,0,0.7,354.29444,1.8581,7648.36,688.41,3.21,2.82,-87.7,-0.44799999999999995,18.66,19.53,01a58033o0358o,17.6409077787374,18.58886318929,1.0003,5.398131196431182,0.115,58033.29094961374,25.055452262316813
58033.394768,18.317999999999998,0.155,171,26,o,0,1.08,354.29437,1.8580599999999998,7680.85,10420.59,3.45,2.7,-83.0,-0.455,18.63,19.42,01a58033o0362o,17.640919627482,18.58886400109,1.0004,5.739129643103009,0.155,58033.292882545305,24.731367617775113
58034.369152,18.06,0.11800000000000001,217,26,o,0,1.54,354.25747,1.8396099999999997,1101.08,10133.14,2.16,1.88,20.2,-0.449,18.71,19.1,02a58034o0373o,17.6469978598636,18.58927306177,1.0498,5.480333800350008,0.11800000000000001,58034.26723144037,25.02749184493553
58034.371085,18.065,0.08900000000000001,216,19,o,0,1.62,354.25739,1.8395700000000001,1158.35,390.41,1.86,1.63,62.4,-0.485,18.98,19.52,02a58034o0377o,17.6470101866027,18.58927387298,1.0499,5.4853321887787505,0.08900000000000001,58034.26916436917,25.33372184658856
58034.376275,18.167,0.105,196,20,o,0,1.7,354.25719,1.8394700000000002,1082.9,10096.73,2.16,1.88,20.6,-0.462,18.72,19.28,02a58034o0388o,17.6470433177954,18.58927605102,1.0502,5.587327857550871,0.105,58034.274354177825,25.154223615525996
58034.378112,18.463,0.15,150,22,o,0,0.79,354.25712000000004,1.8394400000000002,1139.38,350.37,1.86,1.61,56.5,-0.423,18.94,19.49,02a58034o0392o,17.6470550566449,18.58927682194,1.0503,5.883326323029827,0.15,58034.276191110024,24.76696871556164
58034.38332000001,18.2,0.095,190,18,o,0,1.16,354.25692000000004,1.8393400000000002,1141.09,10174.69,2.12,1.88,13.6,-0.48100000000000004,19.12,19.64,02a58034o0403o,17.6470883712236,18.58927900752,1.0505,5.620321968365953,0.095,58034.28139891762,25.262887849978725
58034.387,18.206,0.087,190,16,o,0,1.19,354.25678,1.8392700000000002,1200.61,428.12,1.82,1.59,62.2,-0.532,19.11,19.66,02a58034o0411o,17.6471119419907,18.58928055186,1.0507,5.626318887588194,0.087,58034.28507878148,25.358398731654297
58034.38837000001,18.178,0.079,194,15,o,0,1.96,354.25673,1.8392400000000002,1219.2,310.53,1.88,1.63,67.9,-0.48100000000000004,19.12,19.67,02a58034o0414o,17.6471207234216,18.58928112679,1.0508,5.5983177398763555,0.079,58034.286448730774,25.46312913497474
